name,score
Alt-Heiligkreuz,0.0
Alt-Kürenz,1.0
Altstadt,0.7678174200151044
Barbara,0.012195121951219513
Biewer,1.0
Ehrang,0.9997194014678865
Ehrang-Quint,0.9997728488073367
Eitelsbach,1.0
Euren,0.9614144132939365
Feyen,0.0
Feyen-Weismark,0.0
Filsch,0.9489499889015675
Gartenfeld,0.6407941701263805
Heiligkreuz,0.0
Herresthal,1.0
Irsch,0.8232151278910528
Kernscheid,0.6347757325645832
Kürenz,0.9929307868748672
Mariahof,0.00954147443597313
Matthias,0.0
Maximin,0.9990276960262584
Mitte-Gartenfeld,0.7428097176932619
Nells-Ländchen,0.9997718981715477
Neu-Heiligkreuz,0.0
Neu-Kürenz,0.9859577535201447
Nord,0.9994178516735416
Olewig,0.4775683380556451
Pallien,0.9995337789378075
Pfalzel,0.9994873283002101
Quint,1.0
Ruwer,0.9999471244080436
Ruwer-Eitelsbach,0.9999529994738166
Süd,0.005319148936170213
Tarforst,0.9069813067153022
Trier,0.7584825887204817
Weismark,0.0
West,0.9833739278785023
West-Pallien,0.9895006928299337
Zewen,0.9993637442142782
