name,score
Alt-Heiligkreuz,0.0801348085796214
Alt-Kürenz,1.0
Altstadt,0.41761039901139624
Barbara,0.0
Biewer,1.0
Ehrang,0.9997194014678865
Ehrang-Quint,0.9997728488073367
Eitelsbach,1.0
Euren,0.6126023467967802
Feyen,0.5617796986910685
Feyen-Weismark,0.5409961304729941
Filsch,0.9499076092588664
Gartenfeld,0.6432693541929516
Heiligkreuz,0.26770287670720055
Herresthal,0.8153879472321137
Irsch,0.8809401867726813
Kernscheid,0.8502540308733186
Kürenz,0.9928671446631516
Mariahof,0.5340112354761437
Matthias,0.22478995662594473
Maximin,0.9990276960262584
Mitte-Gartenfeld,0.46203700581276497
Nells-Ländchen,0.9997718981715477
Neu-Heiligkreuz,0.367930787547639
Neu-Kürenz,0.9858313349771446
Nord,0.9994178516735416
Olewig,0.7709805212924982
Pallien,0.9995337789378075
Pfalzel,0.9994873283002101
Quint,1.0
Ruwer,0.9999471244080436
Ruwer-Eitelsbach,0.9999529994738166
Süd,0.12315619964081015
Tarforst,0.9162927547950707
Trier,0.7560815635778214
Weismark,0.5037982673756318
West,0.5526632668982303
West-Pallien,0.7219602822551575
Zewen,0.7627825153392703
