name,score
Alt-Heiligkreuz,0.5690833015654945
Alt-Kürenz,1.0
Altstadt,0.6104423980771608
Barbara,0.12455081408567624
Biewer,1.0
Ehrang,0.9997194014678865
Ehrang-Quint,0.9997728488073367
Eitelsbach,1.0
Euren,0.4795316577134105
Feyen,0.6579308378529801
Feyen-Weismark,0.6663449219933778
Filsch,0.9499570218035276
Gartenfeld,0.8182940761951454
Heiligkreuz,0.6633158668730603
Herresthal,0.6640267357655734
Irsch,0.88225756339412
Kernscheid,0.8520098501145124
Kürenz,0.9929307868748672
Mariahof,0.8057480611258258
Matthias,0.4035052221590775
Maximin,0.9990276960262584
Mitte-Gartenfeld,0.6513631972066392
Nells-Ländchen,0.9997718981715477
Neu-Heiligkreuz,0.7152943927369734
Neu-Kürenz,0.9859577535201447
Nord,0.9994178516735416
Olewig,0.7733623850066454
Pallien,0.9810152604192889
Pfalzel,0.9994873283002101
Quint,1.0
Ruwer,0.9999471244080436
Ruwer-Eitelsbach,0.9999529994738166
Süd,0.281457923465083
Tarforst,0.9168367832617094
Trier,0.7707681315017525
Weismark,0.6809041293188401
West,0.0
West-Pallien,0.36842883319209285
Zewen,0.6571629278373239
