name,score
Alt-Heiligkreuz,0.528606681572575
Alt-Kürenz,0.8723404255319149
Altstadt,0.546468939966136
Barbara,0.6820797631067108
Biewer,1.0
Ehrang,0.9997194014678865
Ehrang-Quint,0.9997728488073367
Eitelsbach,1.0
Euren,0.9989315991994387
Feyen,0.9971767207045338
Feyen-Weismark,0.9981957662662718
Filsch,0.9489499889015675
Gartenfeld,0.0
Heiligkreuz,0.671512840771199
Herresthal,1.0
Irsch,0.8232151278910528
Kernscheid,0.6347757325645832
Kürenz,0.9048624799604611
Mariahof,0.956959588516597
Matthias,1.0
Maximin,0.9392438493229681
Mitte-Gartenfeld,0.43888286741030297
Nells-Ländchen,0.9997718981715477
Neu-Heiligkreuz,0.7439979968275896
Neu-Kürenz,0.9334683275405075
Nord,0.9707510071477834
Olewig,0.4051645442660947
Pallien,0.9995337789378075
Pfalzel,0.9994873283002101
Quint,1.0
Ruwer,0.9999471244080436
Ruwer-Eitelsbach,0.9999529994738166
Süd,0.8613326626316505
Tarforst,0.9069813067153022
Trier,0.8840987272622305
Weismark,0.9999411357984349
West,0.9998574443620187
West-Pallien,0.9997396006797631
Zewen,0.9993637442142782
